,Issuer Name,Symbol,Callable,Sub-Product Type,Coupon,Maturity,Moody's®,S&P,Price,Yield
118,ENTERPRISE MERGER SUB INC,KKR4728097,Yes,Corporate Bond,8.750,10/15/2026,Ca,CC,61.750,20.144
119,EXELA INTER LLC / EXELA FIN INC,EXLI4514119,Yes,Corporate Bond,10.000,07/15/2023,Caa3,CCC-,30.500,73.050
120,GTT COMMUNICATIONS INC,GTT4502086,Yes,Corporate Bond,7.875,12/31/2024,Caa2,CCC-,37.928,39.907
121,GULFPORT ENERGY CORP,GPOR4551340,Yes,Corporate Bond,6.375,01/15/2026,WR,NR,64.712,
122,GULFPORT ENERGY CORP,GPOR4530194,Yes,Corporate Bond,6.375,05/15/2025,WR,NR,66.000,
123,GULFPORT ENERGY CORP,GPOR4530193,Yes,Corporate Bond,6.000,10/15/2024,WR,NR,64.964,
124,GULFPORT ENERGY CORP,GPOR4303427,Yes,Corporate Bond,6.625,05/01/2023,WR,NR,65.100,
125,HERTZ CORP,HTZGQ4912678,Yes,Corporate Bond,6.000,01/15/2028,WR,NR,44.750,
126,HERTZ CORP,HTZGQ4861322,Yes,Corporate Bond,7.125,08/01/2026,WR,NR,44.250,
127,HERTZ CORP,HTZGQ4402231,,Corporate Bond,,10/15/2024,,,44.000,
128,HERTZ CORP,HTZGQ4402229,Yes,Corporate Bond,5.500,10/15/2024,WR,NR,45.000,
129,HERTZ CORP,HTZGQ3975861,Yes,Corporate Bond,6.250,10/15/2022,WR,B,45.000,
130,HERTZ CORP,HTZGQ3687417,,Corporate Bond,7.000,01/15/2028,WR,,40.684,
131,ILFC E-Capital Trust I,AIG.JCW,,Corporate Bond,,12/21/2065,,,63.000,
132,INTELSAT JACKSON HLDGS S A,I4132951,Yes,Corporate Bond,5.500,08/01/2023,WR,NR,69.563,
133,INTELSAT LUXEMBOURG S A,I4116173,Yes,Corporate Bond,8.125,06/01/2023,WR,NR,4.448,
134,INTELSAT S A,I4857509,,Corporate Bond,4.500,06/15/2025,,,34.250,
135,INTREPID AVIATION GROUP HLDGS LLC / INTR,IAGH4661968,Yes,Corporate Bond,8.500,08/15/2021,Caa2,CCC-,56.500,114.247
136,JONAH ENERGY LLC / JONAH ENERGY FIN CORP,JNHE4548417,Yes,Corporate Bond,7.250,10/15/2025,C,D,1.250,446.257
137,JPMORGAN CHASE FINL CO LLC GLOBAL GTD ME,JPM4600819,Yes,Corporate Bond,9.360,02/19/2021,NR,,42.760,
138,JPMORGAN CHASE FINL CO LLC GLOBAL GTD ME,JPM4779803,No,Corporate Bond,9.500,12/22/2022,NR,,58.660,
139,JPMORGAN CHASE FINL CO LLC GLOBAL GTD ME,JPM4804631,No,Corporate Bond,8.400,03/13/2024,NR,,50.210,
140,JPMORGAN CHASE FINL CO LLC GLOBAL GTD ME,JPM4822183,No,Corporate Bond,8.000,04/29/2024,NR,,45.233,
141,JPMORGAN CHASE FINL CO LLC GLOBAL GTD ME,JPM4863471,No,Corporate Bond,8.000,07/30/2024,NR,,60.687,
142,LAREDO PETE INC NEW,LPI4936036,Yes,Corporate Bond,9.500,01/15/2025,Caa1,B-,69.750,20.777
143,LAREDO PETE INC NEW,LPI4936037,Yes,Corporate Bond,10.125,01/15/2028,Caa1,B-,67.500,18.516
144,LATAM FIN LTD,LFL4482988,,Corporate Bond,6.875,04/11/2024,,,44.250,
145,LATAM FIN LTD,LFL4795122,,Corporate Bond,,03/01/2026,,,44.750,
146,MACYS RETAIL HLDGS INC,M3930952,Yes,Corporate Bond,4.300,02/15/2043,B1,B,69.563,7.027
147,MALLINCKRODT INTL FIN S A / MALLINCKRODT,COV4233958,,Corporate Bond,,04/15/2025,,,29.900,
148,MALLINCKRODT INTL FIN SA,MNK4112138,Yes,Corporate Bond,4.750,04/15/2023,WR,D,7.500,
149,MENS WEARHOUSE INC,TLRD4264876,Yes,Corporate Bond,7.000,07/01/2022,WR,D,3.250,
150,MORGAN STANLEY,MS4206563,No,Corporate Bond,8.000,01/31/2030,NR,,24.525,
151,MYT HLDG LLC,MYTG5065553,,Corporate Bond,,06/06/2029,,,1.135,
152,NABORS INDS INC,NBR4141619,Yes,Corporate Bond,5.100,09/15/2023,Caa1,BBB,55.856,29.398
153,NABORS INDS INC NEW,NBR4623221,No,Corporate Bond,0.750,01/15/2024,,,35.000,38.162
154,NABORS INDS INC NEW,NBR4684755,Yes,Corporate Bond,5.750,02/01/2025,Caa2,,42.000,31.837
155,NABORS INDS LTD,NBR4933656,Yes,Corporate Bond,7.250,01/15/2026,Caa1,CC,63.000,18.819
156,NABORS INDS LTD,NBR4933657,Yes,Corporate Bond,7.500,01/15/2028,B2,CC,63.000,16.528
157,NABORS INDS LTD,NBR4933658,,Corporate Bond,7.250,01/15/2026,,,63.485,
158,NATIONAL CINEMEDIA LLC,NCMI4415021,Yes,Corporate Bond,5.750,08/15/2026,Caa3,CCC-,69.000,13.773
159,NAVIOS MARITIME ACQUISITION CORP / NAVIO,NM4066193,Yes,Corporate Bond,8.125,11/15/2021,B3,B-,67.000,58.090
160,NAVIOS MARITIME ACQUISITIONCORPORATION /,NM4066195,,Corporate Bond,8.125,11/15/2021,,,67.000,
161,NAVIOS MARITIME HLDGS INC / NAVIOS MARIT,NM4071396,,Corporate Bond,7.375,01/15/2022,Caa1,CCC+,51.525,81.201
162,NGL ENERGY PARTNERS LP / NGL ENERGY FIN,NGL4416731,Yes,Corporate Bond,7.500,11/01/2023,B3,CCC+,54.863,32.675
163,NGL ENERGY PARTNERS LP / NGL ENERGY FIN,NGL4519376,Yes,Corporate Bond,6.125,03/01/2025,B3,CCC+,43.500,30.875
164,NGL ENERGY PARTNERS LP / NGL ENERGY FIN,NGL4944993,Yes,Corporate Bond,7.500,04/15/2026,B3,CCC+,43.500,28.773
165,NOBLE HLDG INTL LTD,NEBLQ3683981,Yes,Corporate Bond,4.900,08/01/2020,WR,,0.400,
166,NOBLE HLDG INTL LTD,NEBLQ4221699,Yes,Corporate Bond,8.950,04/01/2045,WR,,1.063,
167,NOBLE HLDG INTL LTD,NEBLQ4221701,Yes,Corporate Bond,7.950,04/01/2025,WR,,0.825,
168,ODEBRECHT DRILLING NORBEVIII/IX LTD,ODBR4583858,,Corporate Bond,7.350,12/01/2026,,,25.500,
169,ODEBRECHT FIN LTD,BAH3764708,,Corporate Bond,7.500,12/31/3999,,,3.913,
170,ODEBRECHT FIN LTD,BAH3764709,,Corporate Bond,6.000,04/05/2023,,,5.000,
171,ODEBRECHT FIN LTD,BAH3869685,,Corporate Bond,5.125,06/26/2022,,,4.300,
172,ODEBRECHT FIN LTD,BAH3869687,,Corporate Bond,7.125,06/15/2042,,,4.300,
173,ODEBRECHT OFFSHORE DRILLINGFIN LTD,BAK4583861,,Corporate Bond,7.720,12/01/2026,,,11.250,
174,ODEBRECHT OIL & GAS FIN LTD,BAK4584120,,Corporate Bond,,12/31/3999,,,0.099,
175,PBF HLDG CO LLC / PBF FIN CORP,PBFQ4499528,Yes,Corporate Bond,7.250,06/15/2025,B1,B+,62.549,20.266
176,PBF HLDG CO LLC / PBF FIN CORP,PBFQ5078144,,Corporate Bond,6.000,02/15/2028,,,54.500,17.275
177,PEABODY SECS FIN CORP,BTU4454383,Yes,Corporate Bond,6.000,03/31/2022,Caa1,CCC-,40.610,92.413
178,PEABODY SECS FIN CORP,BTU4454384,,Corporate Bond,6.000,03/31/2022,,,41.000,
179,PEABODY SECS FIN CORP,BTU4454390,Yes,Corporate Bond,6.375,03/31/2025,Caa1,CCC-,24.400,51.477
180,NAVIOS MARITIME ACQUISITIONCORPORATION /,NM4066195,,Corporate Bond,8.125,11/15/2021,,,67.000,
181,NAVIOS MARITIME HLDGS INC / NAVIOS MARIT,NM4071396,,Corporate Bond,7.375,01/15/2022,Caa1,CCC+,51.525,81.201
182,NGL ENERGY PARTNERS LP / NGL ENERGY FIN,NGL4416731,Yes,Corporate Bond,7.500,11/01/2023,B3,CCC+,54.863,32.675
183,NGL ENERGY PARTNERS LP / NGL ENERGY FIN,NGL4519376,Yes,Corporate Bond,6.125,03/01/2025,B3,CCC+,43.500,30.875
184,NGL ENERGY PARTNERS LP / NGL ENERGY FIN,NGL4944993,Yes,Corporate Bond,7.500,04/15/2026,B3,CCC+,43.500,28.773
185,NOBLE HLDG INTL LTD,NEBLQ3683981,Yes,Corporate Bond,4.900,08/01/2020,WR,,0.400,
186,NOBLE HLDG INTL LTD,NEBLQ4221699,Yes,Corporate Bond,8.950,04/01/2045,WR,,1.063,
187,NOBLE HLDG INTL LTD,NEBLQ4221701,Yes,Corporate Bond,7.950,04/01/2025,WR,,0.825,
188,ODEBRECHT DRILLING NORBEVIII/IX LTD,ODBR4583858,,Corporate Bond,7.350,12/01/2026,,,25.500,
189,ODEBRECHT FIN LTD,BAH3764708,,Corporate Bond,7.500,12/31/3999,,,3.913,
190,ODEBRECHT FIN LTD,BAH3764709,,Corporate Bond,6.000,04/05/2023,,,5.000,
191,ODEBRECHT FIN LTD,BAH3869685,,Corporate Bond,5.125,06/26/2022,,,4.300,
192,ODEBRECHT FIN LTD,BAH3869687,,Corporate Bond,7.125,06/15/2042,,,4.300,
193,ODEBRECHT OFFSHORE DRILLINGFIN LTD,BAK4583861,,Corporate Bond,7.720,12/01/2026,,,11.250,
194,ODEBRECHT OIL & GAS FIN LTD,BAK4584120,,Corporate Bond,,12/31/3999,,,0.099,
195,PBF HLDG CO LLC / PBF FIN CORP,PBFQ4499528,Yes,Corporate Bond,7.250,06/15/2025,B1,B+,62.549,20.266
196,PBF HLDG CO LLC / PBF FIN CORP,PBFQ5078144,,Corporate Bond,6.000,02/15/2028,,,54.500,17.275
197,PEABODY SECS FIN CORP,BTU4454383,Yes,Corporate Bond,6.000,03/31/2022,Caa1,CCC-,40.610,92.413
198,PEABODY SECS FIN CORP,BTU4454384,,Corporate Bond,6.000,03/31/2022,,,41.000,
199,PEABODY SECS FIN CORP,BTU4454390,Yes,Corporate Bond,6.375,03/31/2025,Caa1,CCC-,24.400,51.477
